FID,MUN_CD_MUN,MUN_NM_MUN,MUN_UF,MUN_NM_PRE,MUN_SIGLA_,MUN_POPU_2,MUN_ICS,MUN_IFSUTI,MUN_ISCST,MUN_C_GERA,MUN_C_REMA,MUN_EFIC_1,MUN_ICT_FI
1900,2918407,Juazeiro,BA,Serviço Autônomo de Água e Esgoto,SAAE,159272,0,40,0,8600,2795,67.5,60
1901,2918456,Jucuruçu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2317,86.2565445026,0.34904013962,13.394415358,125,124,0.209424084,0
1902,2918506,Jussara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10584,0.88539594111,1.25348189415,97.861122165,571,567,0.752089136,0
1903,2918555,Jussari,BA,Prefeitura Municipal de Jussari,PM,4890,80.3527481542,0.24610336341,19.401148482,264,263,0.147662018,0
1904,2918605,Jussiape,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2957,25.1629726206,10.4628422425,64.374185137,159,149,6.277705345,0
1905,2918704,Lafaiete Coutinho,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2167,51.4258555133,2.80418250951,45.769961977,117,115,1.682509506,0
1906,2918753,Lagoa Real,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3132,1.92307692308,3.9886039886,94.088319088,169,165,2.393162393,0
1907,2918803,Laje,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6629,0,2.22039473684,31.66118421,357,178,50.259868421,66.1184210526
1908,2918902,Lajedão,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2208,11.1753371869,53.7090558767,35.115606936,119,80,32.225433526,0
1909,2919009,Lajedinho,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1290,61.9277108434,0,38.072289157,69,69,0,0
1910,2919058,Lajedo do Tabocal,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5485,0.50495241795,0.60205865217,98.89298893,296,295,0.361235191,0
1911,2919108,Lamarão,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2110,76.4508393285,0.19184652278,23.357314149,113,113,0.115107914,0
1912,2919157,Lapão,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10713,0.21213333333,6.99502487562,77.174129353,578,554,4.197014925,15.6187124378
1913,2919207,Lauro de Freitas,BA,Empresa Baiana de Águas e Saneamento S.A. / Odebrecht Ambiental Unid. Jaguaribe,EMBASA / ODEBRECHT,184383,0,0,0,9956,2650,73.375287853,100
1914,2919306,Lençóis,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8759,0,12.5668781884,30.32225955,472,223,52.6577081,57.110862262
1915,2919405,Licínio de Almeida,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6584,2.87861826323,0.27186950264,96.849512234,355,354,0.163121702,0
1916,2919504,Livramento de Nossa Senhora,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,21753,0,10.2191914272,39.712615684,1174,661,43.682659523,50.0681928885
1917,2919553,Luís Eduardo Magalhães,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,66711,0,17.5980758368,32.401924163,3602,1799,50.058845502,50
1918,2919603,Macajuba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7242,60.9518265172,4.49716198515,34.551011498,391,380,2.698297191,0
1919,2919702,Macarani,BA,SAAE de Macarani,SAAE,14697,90.4611775057,0.20529364323,9.333528851,793,792,0.123176186,0
1920,2919801,Macaúbas,BA,Prefeitura Municipal de Macaúbas,PM,16192,55.5058075401,7.37784699241,37.116345468,874,835,4.426708195,0
1921,2919900,Macururé,BA,Prefeitura Municipal de Macururé,PM,2982,1.32867132867,0.38461538462,98.286713287,161,160,0.230769231,0
1922,2919926,Madre de Deus,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,19011,0,1.21632846802,8.009908973,1026,187,81.699993283,90.7737625585
1923,2919959,Maetinga,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2390,29.0912318069,0.10649627263,41.711040114,129,102,20.427760028,29.0912318069
1924,2920007,Maiquinique,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7768,94.0572585309,0.14459224986,5.798149219,419,419,0.08675535,0
1925,2920106,Mairi,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,11614,67.0175438596,6.27980206928,26.702654071,627,603,3.767881242,0
1926,2920205,Malhada,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7116,1.03674340601,25.4002134472,73.563043147,384,325,15.240128068,0
1927,2920304,Malhada de Pedras,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3415,23.6549165121,1.26777983921,75.077303649,184,183,0.760667904,0
1928,2920403,Manoel Vitorino,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7468,1.67142274766,0.42125288762,97.907324365,403,402,0.252751733,0
1929,2920452,Mansidão,BA,Prefeitura Municipal de Mansidão,PM,5164,1.02467586784,0.25094102886,98.724383103,278,278,0.150564617,0
1930,2920502,Maracás,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,17619,0.77370531428,11.0634212458,88.16287344,951,888,6.638052748,0
1931,2920601,Maragogipe,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,26807,0,2.87331128203,38.548599211,1447,795,45.071773004,58.578089507
1932,2920700,Maraú,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3918,33.5299073294,1.15136197697,65.318730694,211,210,0.690817186,0
1933,2920809,Marcionílio Souza,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5578,0.88478915663,2.08960843373,97.02560241,301,297,1.25376506,0
1934,2920908,Mascote,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,12142,48.2404315438,6.48171932528,45.277849131,655,630,3.889031595,0
1935,2921005,Mata de São João,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,33057,0,16.5800502934,39.419949707,1785,964,45.993429801,44
1936,2921054,Matina,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3775,0.74863230636,3.97350993377,95.27785776,203,198,2.38410596,0
1937,2921104,Medeiros Neto,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18487,39.9554617909,1.40060947023,58.643928739,998,989,0.840365682,0
1938,2921203,Miguel Calmon,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,16730,38.0629927235,3.54786505664,40.788208761,903,772,14.449372455,17.6009334588
1939,2921302,Milagres,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8744,2.16972653742,0.41083579407,97.419437668,472,471,0.246501476,0
1940,2921401,Mirangaba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8574,26.1454499302,7.56441172738,66.290138342,462,441,4.538647036,0
1941,2921450,Mirante,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1768,14.8423548922,11.4427860697,15.478164732,95,47,50.543192372,58.2366943062
1942,2921500,Monte Santo,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9275,8.0384397965,43.5387224421,48.422837761,500,370,26.123233465,0
1943,2921609,Morpará,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6011,4.13506681112,0.43336944745,95.431563741,324,323,0.260021668,0
1944,2921708,Morro do Chapéu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,21513,0,11.2498149701,32.75018503,1161,569,50.989888982,56
1945,2921807,Mortugaba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5861,2.25921521998,0.79836928826,96.942415492,316,314,0.479021573,0
1946,2921906,Mucugê,BA,Prefeitura Municipal de Mucugê,PM,4189,0,1.26794258373,25.956937799,226,224,0.76076555,72.7751196172
1947,2922003,Mucuri,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,30469,0,5.50705659828,61.192346865,1645,1201,26.9476575,33.3005965372
1948,2922052,Mulungu do Morro,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5891,0.32100016895,0.23652644028,99.442473391,318,317,0.141915864,0
1949,2922102,Mundo Novo,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,14744,41.6764966087,13.8233559422,44.500147449,796,730,8.294013565,0
1950,2922201,Muniz Ferreira,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3630,44.6670595168,3.1526222746,52.180318209,196,192,1.891573365,0
1951,2922250,Muquém de São Francisco,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1432,0,4.36477007015,89.477786438,77,71,7.483242401,6.15744349182
1952,2922300,Muritiba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,19124,0,5.15521064302,80.243902439,1032,940,8.933481153,14.600886918
1953,2922409,Mutuípe,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10325,21.9690754737,0.7350657418,10.17703696,557,293,47.424214722,67.1188218242
1954,2922508,Nazaré,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,24413,58.2837648705,3.20153953814,38.514695591,1318,1292,1.920923723,0
1955,2922607,Nilo Peçanha,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3359,58.4541062802,9.95169082126,31.594202899,181,170,5.971014493,0
1956,2922656,Nordestina,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4189,2.3973476154,1.09665901556,96.505993369,226,224,0.657995409,0
1957,2922706,Nova Canaã,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6975,90.6012842966,0.39404553415,9.004670169,376,375,0.23642732,0
1958,2922730,Nova Fátima,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5395,84.272763106,1.16279069767,14.564446196,291,289,0.697674419,0
1959,2922755,Nova Ibiá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2919,83.1136444603,0.2493765586,16.636978981,157,157,0.149625935,0
1960,2922805,Nova Itarana,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2942,6.74033149171,0.14732965009,93.112338858,158,158,0.08839779,0
1961,2922854,Nova Redenção,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5558,7.17968302463,0.63013175482,92.19018522,300,298,0.378079053,0
1962,2922904,Nova Soure,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,12502,0.98039215686,0.44330775789,98.576300085,675,673,0.265984655,0
1963,2923001,Nova Viçosa,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,36751,17.1806955796,3.92829445803,78.891009962,1984,1937,2.356976675,0
1964,2923035,Novo Horizonte,BA,Prefeitura Municipal de Novo Horizonte,PM,3871,3.16690442225,0.37089871612,96.462196862,209,208,0.22253923,0
1965,2923050,Novo Triunfo,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7948,76.9558843129,1.91923230708,21.12488338,429,424,1.151539384,0
1966,2923100,Olindina,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,13632,75.9570970015,2.40350739842,21.6393956,736,725,1.442104439,0
1967,2923209,Oliveira dos Brejinhos,BA,Sistema Autônomo de Água e Esgotos de Oliveira dos Brejinhos,SAAE,6858,0.72904009721,7.62454434994,91.646415553,370,353,4.57472661,0
1968,2923308,Ouriçangas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2930,17.8131788559,12.2013034033,69.985517741,158,146,7.320782042,0
1969,2923357,Ourolândia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6796,0.58350417915,4.8099668822,94.606528939,366,356,2.885980129,0
1970,2923407,Palmas de Monte Alto,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10535,0.86452400325,13.7510170871,85.38445891,568,521,8.250610252,0
1971,2923506,Palmeiras,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5683,0,2.29051345677,56.270280588,306,302,1.374308074,41.4392059553
1972,2923605,Paramirim,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10429,46.1062917539,12.9723800977,40.921328148,563,519,7.783428059,0
1973,2923704,Paratinga,BA,Serviço Autônomo de Água e Esgoto de Paratinga,SAAE,11923,0.68775790922,2.34754699679,96.964695094,643,634,1.408528198,0
1974,2923803,Paripiranga,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10177,34.427777195,10.5633064093,55.008916396,549,514,6.337983846,0
1975,2923902,Pau Brasil,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7596,85.8439447304,0.56895150366,13.587103766,410,408,0.341370902,0
1976,2924009,Paulo Afonso,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,101143,0.58609534924,1.69478823177,8.136696501,5461,2225,59.245445886,89.5824199178
1977,2924058,Pé de Serra,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5447,5.21839969076,1.23695400077,93.544646309,294,291,0.7421724,0
1978,2924108,Pedrão,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1859,6.87645687646,0.17482517483,92.948717949,100,100,0.104895105,0
1979,2924207,Pedro Alexandre,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2959,0,2.1536252692,89.806173726,159,157,1.292175162,8.04020100503
1980,2924306,Piatã,BA,Prefeitura Municipal de Piatã,PM,7798,3.03468208092,6.94955333684,90.015764582,421,403,4.169732002,0
1981,2924405,Pilão Arcado,BA,Prefeitura Municipal de Pilão Arcado,PM,11825,0.56225628004,1.27867960461,98.159064115,638,633,0.767207763,0
1982,2924504,Pindaí,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4617,1.99120166705,0.57883769391,97.429960639,249,248,0.347302616,0
1983,2924603,Pindobaçu,BA,Prefeitura Municipal de Pindobaçu,PM,11791,31.4852718697,14.6658360772,53.848892053,636,580,8.799501646,0
1984,2924652,Pintadas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6097,11.4349349315,15.6164383562,15.787671233,329,166,49.382531849,57.1609554795
1985,2924678,Piraí do Norte,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3921,48.1973434535,1.03008945514,50.772567091,211,210,0.618053673,0
1986,2924702,Piripá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6144,6.29539951574,1.09765940274,92.606941082,331,329,0.658595642,0
1987,2924801,Piritiba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,16558,42.8324600976,1.25313283208,53.924284395,894,887,0.751879699,1.99012267511
1988,2924900,Planaltino,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3926,0.93406593407,0.65934065934,98.406593407,212,211,0.395604396,0
1989,2925006,Planalto,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15928,0.54475754926,0.65908938059,98.79615307,860,856,0.395453628,0
1990,2925105,Poções,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,37663,68.911393866,10.0176000462,21.071006088,2033,1911,6.010560028,0
1991,2925204,Pojuca,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,31369,36.3098174642,3.34061597012,5.884840369,1693,1659,2.004369582,54.4647261963
1992,2925253,Ponto Novo,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8714,2.61748958953,10.8268887567,86.555621654,470,439,6.496133254,0
1993,2925303,Porto Seguro,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,115621,0,9.39199446569,23.369972521,6243,2365,62.115144411,67.2380330137
1994,2925402,Potiraguá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6445,86.3264688068,0.77225923683,12.901271956,348,346,0.463355542,0
1995,2925501,Prado,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,16296,3.48326224635,11.5419413209,84.974796433,879,819,6.925164793,0
1996,2925600,Presidente Dutra,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9635,2.03180212014,6.89045936396,91.077738516,520,498,4.134275618,0
1997,2925709,Presidente Jânio Quadros,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4133,37.4940447832,28.727965698,33.777989519,223,184,17.236779419,0
1998,2925758,Presidente Tancredo Neves,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10529,47.5284773749,2.50809906991,49.963423555,568,560,1.504859442,0
1999,2925808,Queimadas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,13214,53.3061159142,7.63688760807,39.056996478,713,680,4.582132565,0
2000,2925907,Quijingue,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6791,8.21981809628,7.54273169202,73.278971303,366,350,4.525639015,10.9584789086
2001,2925931,Quixabeira,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3851,0.2184002184,0.273000273,99.508599509,207,207,0.163800164,0
2002,2925956,Rafael Jambeiro,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7264,28.2773722628,2.27737226277,69.445255475,392,386,1.366423358,0
2003,2926004,Remanso,BA,Serviço Autônomo de Água e Esgotos de Remanso,SAAE,25197,0,2.56497656583,20.345121432,1360,972,28.52045164,77.0899020026
2004,2926103,Retirolândia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7300,15.9178815829,14.0880690271,69.99404939,394,360,8.452841416,0
2005,2926202,Riachão das Neves,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,11367,1.40543559196,9.00037230082,89.594192107,613,580,5.40022338,0
2006,2926301,Riachão do Jacuípe,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,21096,0,5.22155085599,16.440080564,1139,523,54.052870091,78.3383685801
2007,2926400,Riacho de Santana,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15201,0.97013215186,10.8242303873,88.205637461,820,767,6.494538232,0
2008,2926509,Ribeira do Amparo,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2043,2.08224882874,0.36439354503,97.553357626,110,110,0.218636127,0
2009,2926608,Ribeira do Pombal,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,31814,21.8275305821,15.0020164001,63.170453018,1717,1563,9.00120984,0
2010,2926657,Ribeirão do Largo,BA,Prefeitura Municipal de Ribeirão do Largo,PM,4967,52.7221863568,1.2050785453,46.072735098,268,266,0.723047127,0
2011,2926707,Rio de Contas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6593,0,1.68013948328,56.379774925,356,232,34.560152164,41.940085592
2012,2926806,Rio do Antônio,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6241,5.25613215418,11.580176873,83.163690973,337,313,6.948106124,0
2013,2926905,Rio do Pires,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5318,1.4999050693,0.34175052212,98.158344409,287,286,0.205050313,0
2014,2927002,Rio Real,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,25216,4.72758472758,5.81724581725,89.455169455,1361,1314,3.49034749,0
2015,2927101,Rodelas,BA,Prefeitura Municipal de Rodelas,PM,7261,0,0,0,392,83,78.8,100
2016,2927200,Ruy Barbosa,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,23506,0,1.41673833341,33.200561264,1269,719,43.348798262,65.3827004028
2017,2927309,Salinas da Margarida,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6616,7.65100671141,10.6711409396,81.677852349,357,334,6.402684564,0
2018,2927408,Salvador,BA,Empresa Baiana de Águas e Saneamento S.A. / Odebrecht Ambiental Unid. Jaguaribe,EMBASA / ODEBRECHT,2882892,0,0,0,155676,143905,7.561212465,100
2019,2927507,Santa Bárbara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9326,7.10577921329,4.32575844965,88.568462337,503,490,2.59545507,0
2020,2927606,Santa Brígida,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5731,0,6.43379076813,19.818214222,309,126,59.171270718,73.7479950098
2021,2927705,Santa Cruz Cabrália,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,20152,0.01413324913,11.1461951374,41.742974424,1088,636,41.539273003,47.0966971898
2022,2927804,Santa Cruz da Vitória,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5179,94.5035460993,0.49251379039,5.00394011,279,278,0.295508274,0
2023,2927903,Santa Inês,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9992,10.3875719992,0.35736808913,27.706537734,539,292,45.760327265,61.5485221778
2024,2928000,Santaluz,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,22401,74.9362827603,5.59269055061,19.471026689,1209,1169,3.35561433,0
2025,2928059,Santa Luzia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8293,70.1808721506,0.26015857284,29.558969277,447,447,0.156095144,0
2026,2928109,Santa Maria da Vitória,BA,Serviço Autônomo de Água e Esgoto de Santa Maria da Vitória,SAAE,24711,0,10.4299630501,83.771414175,1334,1188,10.89687605,5.79862277461
2027,2928208,Santana,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,14708,8.98168063487,4.36846399169,86.649855373,794,773,2.621078395,0
2028,2928307,Santanópolis,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1798,2.19714964371,0.89073634204,96.912114014,97,96,0.534441805,0
2029,2928406,Santa Rita de Cássia,BA,SAAE de Santa Rita de Cássia,SAAE,16099,0,2.48876366808,80.511236332,869,745,14.243258201,17
2030,2928505,Santa Teresinha,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2521,10.6255355613,3.64181662382,85.732647815,136,133,2.185089974,0
2031,2928604,Santo Amaro,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,47560,0,4.68659250324,43.313407497,2568,1460,43.127555502,52
2032,2928703,Santo Antônio de Jesus,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,86639,0,5.13247329727,0.267526703,4678,902,80.699558052,94.6
2033,2928802,Santo Estêvão,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,30180,0,9.02853015529,86.540267245,1629,1494,8.297399783,4.43120260022
2034,2928901,São Desidério,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9921,9.44051893896,10.1934437623,80.366037299,535,502,6.116066257,0
2035,2928950,São Domingos,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6297,87.660581474,1.28465179175,11.054766734,340,337,0.770791075,0
2036,2929008,São Félix,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9860,0,1.30599028602,13.718294657,532,528,0.783594172,84.9757150567
2037,2929057,São Félix do Coribe,BA,Serviço Autônomo de Água e Esgoto de São Félix do Coribe,SAAE,12530,1.04845565316,0.83120808539,98.120336261,676,673,0.498724851,0
